"chunk_id","chunk","frequency","createduser","createddate","updateduser","updateddate","deleteduser","deleteddate","isdeleted"
"2567","farwe reach the far side","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2568","fast On this journey","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2569","fast in the water","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2570","fast through the air","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2571","fast through the water","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2572","father and the boy","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2573","father of her child","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2574","fear and the sun","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2575","fear in the air","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2576","fear on the wind","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2577","feeling about this place","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2578","feeling at the time","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2579","feeling in her stomach","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2580","feeling in his head","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2581","feeling in the air","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2582","feeling in the house","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2583","feeling inside my brain","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2584","feeling like a fool","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2585","feet above the level","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2586","feet against the ground","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2587","feet against the wall","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2588","feet for a moment","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2589","feet from the floor","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2590","feet from the table","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2591","feet in a moment","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2592","feet in no time","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2593","feet in the sand","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2594","feet in the snow","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2595","feet into the lake","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2596","feet off the bottom","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2597","feet on the table","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2598","feet through the water","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2599","feet to the ground","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2600","feet to the top","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2601","field at the back","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2602","fields on either side","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2603","fields outside the city","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2604","fighting over the water","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2605","fillfilling in a form","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2606","film about the future","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2607","finger across her throat","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2608","finger across his throat","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2609","finger in his ear","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2610","finger in his face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2611","finger to his mouth","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2612","fingers along the row","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2613","fingers along the surface","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2614","fingers in that door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2615","fingers into a gun","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2616","fingers on the back","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2617","fingers on the grass","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2618","fingers under the table","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2619","fingers up the back","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2620","fingers with the piano","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2621","fire and the heat","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2622","fire and the smoke","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2623","fire from its nose","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2624","fire in a circle","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2625","fire in his brain","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2626","fire in the air","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2627","fire of his magic","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2628","fire with a stick","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2629","fish and a heart","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2630","fish at its centre","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2631","fish in a bowl","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2632","fish in the bottom","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2633","flata flat screen TV","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2634","flood through her body","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2635","floor in the back","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2636","floor in the centre","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2637","floor of my bedroom","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2638","floor of the building","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2639","floor of the palace","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2640","floor with her back","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2641","floors of the palace","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2642","flowers from the garden","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2643","flowers in the grass","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2644","flowers in the world","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2645","fly on the wall","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2646","flyflying across the restaurant","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2647","flying in the sky","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2648","flying in the wind","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2649","flying into the air","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2650","flying into the sky","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2651","flying over the forest","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2652","flying over the sea","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2653","flying to the ground","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2654","focus on their plan","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2655","followI follow the rest","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2656","food and a bed","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2657","foot in my stomach","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2658","foot in the door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2659","foot of a tree","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2660","foot of her bed","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2661","foot of our tree","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2662","foot of the door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2663","foot on the wall","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2664","foot to the right","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2665","foot under the table","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2666","for a baby girl","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2667","for a bike ride","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2668","for a company car","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2669","for a computer game","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2670","for a day trip","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2671","for a history lesson","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2672","for a home run","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2673","for a milk cow","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2674","for a moment Fever","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2675","for a moment doubt","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2676","for a pleasure party","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2677","for a sea lion","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2678","for a to-go box","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2679","for a train station","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2680","for an emergency meeting","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2681","for that support group","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2682","for the art show","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2683","for the charity run","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2684","for the dance party","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2685","for the evening service","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2686","for the festival show","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2687","for the head teacher","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2688","for the joke shop","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2689","for the physics test","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2690","for the railway station","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2691","for the school gate","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2692","for the school paper","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2693","for the school play","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2694","for the street party","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2695","for the support group","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2696","for the town centre","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2697","force of her blow","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2698","forces with the Death","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2699","forest under a forest","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2700","forests of the night","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2701","fork in her mind","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2702","form in her pocket","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2703","form of a monkey","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2704","forward into the water","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2705","forward like a rocket","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2706","forward on the salt-butter","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2707","forward to that bit","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2708","forward to the future","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2709","forward to the summer","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2710","fox at the opera","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2711","fridge for the milk","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2712","friend and a guard","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2713","friend in the eye","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2714","friend of my grandmother","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2715","friend of your youth","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2716","friend or a sister","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2717","friends at this school","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2718","friends by the fire","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2719","friends in the end","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2720","friends in the north","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2721","friends in this world","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2722","friends up the hill","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2723","from a family holiday","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2724","from a heart attack","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2725","from a street lamp","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2726","from the bathroom door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2727","from the bedroom window","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2728","from the bell tower","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2729","from the cash machine","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2730","from the clock face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2731","from the coat stand","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2732","from the corner shop","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2733","from the dance floor","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2734","from the dinner table","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2735","from the dollar store","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2736","from the enemy pack","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2737","from the fire station","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2738","from the force field","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2739","from the fruit bowl","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2740","from the gift shop","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2741","from the ground floor","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2742","from the guard tower","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2743","from the house party","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2744","from the ice palace","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2745","from the kitchen door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2746","from the library window","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2747","from the night sky","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2748","from the passenger side","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2749","from the pig yard","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2750","from the school bus","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2751","from the school office","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2752","from the school paper","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2753","from the trade store","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2754","from the train station","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2755","from the train window","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2756","from the training ground","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2757","from the village hall","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2758","front and the back","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2759","front of a car","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2760","front of a tree","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2761","front of a wall","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2762","front of her boat","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2763","front of her desk","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2764","front of his desk","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2765","front of his father","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2766","front of his house","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2767","front of his mouth","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2768","front of his room","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2769","front of my apartment","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2770","front of my chair","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2771","front of my coat","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2772","front of my house","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2773","front of my nose","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2774","front of our house","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2775","front of the box","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2776","front of the chair","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2777","front of the palace","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2778","front of the station","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2779","front of the truck","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2780","front of your face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2781","fruit and a river","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2782","fun of my name","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2783","game on her phone","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2784","game on his phone","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2785","games during the season","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2786","garden and the house","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2787","garden and the palace","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2788","garden and the street","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2789","garden for a while","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2790","garden with his host","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2791","gardens behind the school","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2792","gates into the city","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2793","gates of the school","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2794","gentleman and the lady","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2795","getgetting in the car","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2796","getting into the bank","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2797","getting into the car","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2798","getting on a bus","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2799","getting on a plane","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2800","getting on the news","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2801","getting on the plane","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2802","getting to the heart","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2803","getting to the party","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2804","gift of my heart","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2805","gift to the world","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2806","girl and the dog","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2807","girl at the desk","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2808","girl in a dress","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2809","girl in her class","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2810","girl in my year","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2811","girl in the family","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2812","girl in your grade","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2813","girl inside the clock","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2814","girl or a woman","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2815","girl to the ground","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2816","girl with her hair","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2817","girls around the world","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2818","girls from the village","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2819","girls from the year","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2820","girls in the bathroom","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2821","girls in the family","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2822","girls in the village","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2823","glass of the door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2824","glove in his pocket","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2825","go at my mother","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2826","go"" Could go either way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2827","going for a drive","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2828","going for a swim","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2829","going in the bin","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2830","going in the car","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2831","going into the forest","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2832","going on a bit","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2833","going over the side","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2834","going over the top","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2835","going through the forest","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2836","going to a house","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2837","going to a meeting","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2838","going to that gym","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2839","going to that house","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2840","going to the airport","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2841","going to the bank","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2842","going to the bathroom","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2843","going to the bottom","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2844","going to the club","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2845","going to the concert","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2846","going to the dentist","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2847","going to the door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2848","going to the meeting","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2849","going to the party","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2850","going to the place","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2851","going to the pool","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2852","going to the railway","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2853","going to the supermarket","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2854","going to the theatre","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2855","going to the top","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2856","going to the well","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2857","going to this party","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2858","gooda good day today","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2859","goodbye to her father","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2860","government and the bank","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2861","greata great forest tree","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2862","green of the Spring","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2863","greens of the forest","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2864","ground and the air","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2865","ground beside the police","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2866","ground in a wave","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2867","ground in the middle","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2868","ground with her head","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2869","growgrowing by the day","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2870","growing in the world","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2871","growing on either side","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2872","guard at her door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2873","guards on the door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2874","guestthe guest bedroom door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2875","guide from my bag","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2876","guide-book to the village","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2877","gun against my head","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2878","gun and a knife","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2879","gun at my head","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2880","gun from his pocket","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2881","gun into her belt","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2882","gun over his shoulder","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2883","gun to his shoulder","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2884","gun to your head","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2885","hair across his face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2886","hair from my face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2887","hair into her mouth","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2888","hair off his face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2889","hair on his face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2890","hair on my body","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2891","hair round her finger","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2892","hairs at the back","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2893","half and a mirror","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2894","half in his mouth","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2895","half of his body","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2896","half of his face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2897","half of the Earth","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2898","half of the population","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2899","hall on the hill","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2900","hall on their way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2901","halves of a whole","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2902","hand across my face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2903","hand along the top","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2904","hand behind his head","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2905","hand for her bag","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2906","hand from his face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2907","hand from my shoulder","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2908","hand in his jacket","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2909","hand inside his jacket","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2910","hand into her mouth","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2911","hand into the box","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2912","hand into the pocket","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2913","hand on her heart","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2914","hand on her neck","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2915","hand on his mouth","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2916","hand on my face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"2917","hand on the cover","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
